className,subclassShortName,source,level,name,description
Fighter,Rune Knight,TCE,3,Giant's Might,"{@i 3rd-level Rune Knight feature}
-------------
You have learned how to imbue yourself with the might of giants. As a bonus action, you magically gain the following benefits, which last for 1 minute:
-------------
You can use this feature a number of times equal to your proficiency bonus, and you regain all expended uses of it when you finish a long rest.
-------------
 "
Fighter,Rune Knight,TCE,3,Giant's Might,"If you are smaller than Large, you become Large, along with anything you are wearing. If you lack the room to become Large, your size doesn't change.
-------------
You have advantage on Strength checks and Strength saving throws.
-------------
Once on each of your turns, one of your attacks with a weapon or an unarmed strike can deal an extra {@damage 1d6} damage to a target on a hit.
-------------
 "
Fighter,Rune Knight,TCE,3,Rune Carver,"{@i 3rd-level Rune Knight feature}
-------------
You can use magic runes to enhance your gear. You learn two runes of your choice, from among the runes described below, and each time you gain a level in this class, you can replace one rune you know with a different one from this feature. When you reach certain levels in this class, you learn additional runes, as shown in the Runes Known table.
-------------
Whenever you finish a long rest, you can touch a number of objects equal to the number of runes you know, and you inscribe a different rune onto each of the objects. To be eligible, an object must be a weapon, a suit of armor, a shield, a piece of jewelry, or something else you can wear or hold in a hand. Your rune remains on an object until you finish a long rest, and an object can bear only one of your runes at a time.
-------------
The following runes are available to you when you learn a rune. If a rune has a level requirement, you must be at least that level in this class to learn the rune. If a rune requires a saving throw, your Rune Magic save DC equals 8 + your proficiency bonus + your Constitution modifier.
-------------
 "
Fighter,Rune Knight,TCE,3,Runes Known,"[['Fighter Level', 'Number of Runes'], ['3rd', '2'], ['7th', '3'], ['10th', '4'], ['15th', '5']] "
Fighter,Rune Knight,TCE,3,Storm Rune (7th Level or Higher),Storm Rune|TCE 
Fighter,Rune Knight,TCE,7,Additional Rune Known,"{@i 7th-level Rune Knight feature}
-------------
You learn an additional Rune.
-------------
 "
Fighter,Rune Knight,TCE,7,Runic Shield,"{@i 7th-level Rune Knight feature}
-------------
You learn to invoke your rune magic to protect your allies. When another creature you can see within 60 feet of you is hit by an attack roll, you can use your reaction to force the attacker to reroll the {@dice d20} and use the new roll.
-------------
You can use this feature a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.
-------------
 "
Fighter,Rune Knight,TCE,10,Additional Rune Known,"{@i 10th-level Rune Knight feature}
-------------
You learn an additional Rune.
-------------
 "
Fighter,Rune Knight,TCE,10,Great Stature,"{@i 10th-level Rune Knight feature}
-------------
The magic of your runes permanently alters you. When you gain this feature, roll {@dice 3d4}. You grow a number of inches in height equal to the roll.
-------------
Moreover, the extra damage you deal with your Giant's Might feature increases to {@dice 1d8}.
-------------
 "
Fighter,Rune Knight,TCE,15,Additional Rune Known,"{@i 15th-level Rune Knight feature}
-------------
You learn an additional Rune.
-------------
 "
Fighter,Rune Knight,TCE,15,Master of Runes,"{@i 15th-level Rune Knight feature}
-------------
You can invoke each rune you know from your Rune Carver feature twice, rather than once, and you regain all expended uses when you finish a short or long rest.
-------------
 "
Fighter,Rune Knight,TCE,18,Runic Juggernaut,"{@i 18th-level Rune Knight feature}
-------------
You learn how to amplify your rune-powered transformation. As a result, the extra damage you deal with the Giant's Might feature increases to {@dice 1d10}. Moreover, when you use that feature, your size can increase to Huge, and while you are that size, your reach increases by 5 feet.
-------------
 "
Fighter,Arcane Archer,XGE,3,Arcane Archer,"An Arcane Archer studies a unique elven method of archery that weaves magic into attacks to produce supernatural effects. Arcane Archers are some of the most elite warriors among the elves. They stand watch over the fringes of elven domains, keeping a keen eye out for trespassers and using magic-infused arrows to defeat monsters and invaders before they can reach elven settlements. Over the centuries, the methods of these elf archers have been learned by members of other races who can also balance arcane aptitude with archery.
-------------
 "
Fighter,Arcane Archer,XGE,3,Arcane Archer Lore,"At 3rd level, you learn magical theory or some of the secrets of nature__ypical for practitioners of this elven martial tradition. You choose to gain proficiency in either the {@skill Arcana} or the {@skill Nature} skill, and you choose to learn either the {@spell prestidigitation} or the {@spell druidcraft} cantrip.
-------------
 "
Fighter,Arcane Archer,XGE,3,Arcane Shot,"At 3rd level, you learn to unleash special magical effects with some of your shots. When you gain this feature, you learn two Arcane Shot options of your choice (see ""Arcane Shot Options"" below).
-------------
Once per turn when you fire an arrow from a shortbow or longbow as part of the {@action Attack} action, you can apply one of your Arcane Shot options to that arrow. You decide to use the option when the arrow hits a creature, unless the option doesn't involve an attack roll. You have two uses of this ability, and you regain all expended uses of it when you finish a short or long rest.
-------------
You gain an additional Arcane Shot option of your choice when you reach certain levels in this class: 7th, 10th, 15th, and 18th level. Each option also improves when you become an 18th-level fighter.
-------------
 "
Fighter,Arcane Archer,XGE,3,Arcane Shot,abilityDc int 
Fighter,Arcane Archer,XGE,3,Arcane Shot Options,"The Arcane Shot feature lets you choose options for it at certain levels. The options are presented here in alphabetical order. They are all magical effects, and each one is associated with one of the schools of magic.
-------------
If an option requires a saving throw, your Arcane Shot save DC is calculated as follows:
-------------
 "
Fighter,Arcane Archer,XGE,3,Arcane Shot Options,"Banishing Arrow|XGE
-------------
Beguiling Arrow|XGE
-------------
Bursting Arrow|XGE
-------------
Enfeebling Arrow|XGE
-------------
Grasping Arrow|XGE
-------------
Piercing Arrow|XGE
-------------
Seeking Arrow|XGE
-------------
Shadow Arrow|XGE "
Fighter,Arcane Archer,XGE,7,Additional Arcane Shot Option,"You gain an additional Arcane Shot option of your choice when you reach 7th level.
-------------
 "
Fighter,Arcane Archer,XGE,7,Curving Shot,"At 7th level, you learn how to direct an errant arrow toward a new target. When you make an attack roll with a magic arrow and miss, you can use a bonus action to reroll the attack roll against a different target within 60 feet of the original target.
-------------
 "
